object_type,entry_time,exit_time,zone_of_entrance,zone_of_exit,camera_id
male,06.09.2025 20:19:51,06.09.2025 20:22:51,Entrance 1,Entrance 1,1
female,06.09.2025 20:19:57,06.09.2025 20:23:12,Entrance 1,Entrance 2,1
male,06.09.2025 20:17:55,06.09.2025 20:24:23,Entrance 1,None,2
male,06.09.2025 20:19:42,06.09.2025 20:24:37,Entrance 1,Entrance 1,1
female,06.09.2025 20:18:23,06.09.2025 20:25:02,None,Entrance 1,1
female,06.09.2025 20:20:39,06.09.2025 20:25:18,Entrance 2,Entrance 2,1
female,06.09.2025 20:22:24,06.09.2025 20:25:24,Entrance 1,Entrance 1,1
male,06.09.2025 20:20:07,06.09.2025 20:25:46,Entrance 1,Entrance 1,1
male,06.09.2025 20:23:12,06.09.2025 20:26:12,Entrance 1,Entrance 2,1
male,06.09.2025 20:22:08,06.09.2025 20:27:38,Entrance 2,Entrance 1,1
male,06.09.2025 20:20:09,06.09.2025 20:28:03,Entrance 1,Entrance 1,2
female,06.09.2025 20:20:18,06.09.2025 20:28:18,Entrance 2,Entrance 1,1
male,06.09.2025 20:22:26,06.09.2025 20:28:57,Entrance 2,Entrance 1,1
female,06.09.2025 20:24:58,06.09.2025 20:29:28,Entrance 1,Entrance 1,1
male,06.09.2025 20:25:28,06.09.2025 20:29:40,Entrance 2,None,1
female,06.09.2025 20:26:26,06.09.2025 20:31:45,Entrance 2,Entrance 1,1
male,06.09.2025 20:26:53,06.09.2025 20:31:46,Entrance 1,Entrance 2,1
male,06.09.2025 20:29:17,06.09.2025 20:32:29,Entrance 1,Entrance 1,2
female,06.09.2025 20:28:02,06.09.2025 20:32:42,None,Entrance 1,2
female,06.09.2025 20:26:23,06.09.2025 20:32:42,Entrance 2,None,1
male,06.09.2025 20:25:56,06.09.2025 20:33:06,Entrance 2,Entrance 1,1
male,06.09.2025 20:23:28,06.09.2025 20:33:06,Entrance 2,Entrance 1,1
male,06.09.2025 20:26:24,06.09.2025 20:33:12,Entrance 1,Entrance 1,1
female,06.09.2025 20:28:30,06.09.2025 20:33:13,Entrance 1,Entrance 2,1
female,06.09.2025 20:28:56,06.09.2025 20:33:15,None,Entrance 2,1
male,06.09.2025 20:26:44,06.09.2025 20:33:27,Entrance 2,Entrance 1,1
male,06.09.2025 20:24:52,06.09.2025 20:33:43,Entrance 1,Entrance 1,2
female,06.09.2025 20:27:25,06.09.2025 20:34:01,Entrance 1,Entrance 1,2
female,06.09.2025 20:30:28,06.09.2025 20:34:09,Entrance 2,Entrance 1,1
female,06.09.2025 20:24:15,06.09.2025 20:34:12,Entrance 1,Entrance 1,2
male,06.09.2025 20:31:06,06.09.2025 20:34:24,Entrance 1,Entrance 1,1
female,06.09.2025 20:31:24,06.09.2025 20:34:24,None,Entrance 1,2
male,06.09.2025 20:28:46,06.09.2025 20:34:58,Entrance 1,Entrance 1,1
female,06.09.2025 20:30:14,06.09.2025 20:35:06,Entrance 1,Entrance 1,2
female,06.09.2025 20:30:21,06.09.2025 20:35:24,Entrance 1,Entrance 1,2
male,06.09.2025 20:32:27,06.09.2025 20:35:27,Entrance 1,Entrance 1,1
female,06.09.2025 20:27:47,06.09.2025 20:36:03,Entrance 1,Entrance 2,1
male,06.09.2025 20:28:31,06.09.2025 20:36:23,Entrance 1,Entrance 1,2
male,06.09.2025 20:32:34,06.09.2025 20:36:25,None,Entrance 1,2
male,06.09.2025 20:28:57,06.09.2025 20:36:52,Entrance 1,Entrance 1,2
female,06.09.2025 20:31:36,06.09.2025 20:37:44,Entrance 2,Entrance 1,1
male,06.09.2025 20:33:59,06.09.2025 20:37:52,Entrance 1,Entrance 1,2
female,06.09.2025 20:34:08,06.09.2025 20:38:24,Entrance 1,Entrance 2,1
female,06.09.2025 20:30:51,06.09.2025 20:38:24,Entrance 2,Entrance 2,1
car,06.09.2025 19:41:59,06.09.2025 20:38:38,None,None,1
male,06.09.2025 20:34:10,06.09.2025 20:38:57,Entrance 2,Entrance 2,1
car,06.09.2025 18:41:22,06.09.2025 20:39:01,None,None,1
male,06.09.2025 20:31:41,06.09.2025 20:39:01,Entrance 2,Entrance 1,1
male,06.09.2025 20:35:02,06.09.2025 20:39:05,Entrance 1,Entrance 2,1
male,06.09.2025 20:30:31,06.09.2025 20:40:20,Entrance 1,Entrance 1,2
car,06.09.2025 19:33:49,06.09.2025 20:40:43,None,None,2
car,06.09.2025 20:03:23,06.09.2025 20:40:46,None,None,2
female,06.09.2025 20:33:57,06.09.2025 20:40:49,Entrance 1,Entrance 1,2
male,06.09.2025 20:34:24,06.09.2025 20:40:57,Entrance 2,None,1
male,06.09.2025 20:35:42,06.09.2025 20:41:20,Entrance 1,Entrance 1,2
male,06.09.2025 20:34:07,06.09.2025 20:42:07,Entrance 1,Entrance 1,2
male,06.09.2025 20:35:17,06.09.2025 20:42:59,Entrance 1,Entrance 1,2
car,06.09.2025 19:55:47,06.09.2025 20:43:13,None,None,1
male,06.09.2025 20:38:27,06.09.2025 20:43:13,Entrance 1,Entrance 1,1
male,06.09.2025 20:37:26,06.09.2025 20:43:18,Entrance 1,Entrance 1,1
male,06.09.2025 20:37:23,06.09.2025 20:43:32,Entrance 2,Entrance 2,1
female,06.09.2025 20:41:12,06.09.2025 20:44:13,Entrance 1,Entrance 1,2
male,06.09.2025 20:38:57,06.09.2025 20:44:36,Entrance 1,None,1
male,06.09.2025 20:38:28,06.09.2025 20:44:49,Entrance 1,Entrance 1,2
female,06.09.2025 20:37:28,06.09.2025 20:44:49,Entrance 1,Entrance 1,2
female,06.09.2025 20:37:05,06.09.2025 20:44:54,Entrance 1,Entrance 1,2
female,06.09.2025 20:37:45,06.09.2025 20:45:03,Entrance 1,Entrance 1,2
male,06.09.2025 20:42:04,06.09.2025 20:45:04,Entrance 1,Entrance 1,1
male,06.09.2025 20:42:13,06.09.2025 20:45:13,Entrance 1,Entrance 1,2
male,06.09.2025 20:36:53,06.09.2025 20:45:17,Entrance 1,Entrance 1,2
male,06.09.2025 20:41:43,06.09.2025 20:45:34,Entrance 1,Entrance 1,1
female,06.09.2025 20:37:19,06.09.2025 20:45:56,Entrance 1,Entrance 2,1
car,06.09.2025 20:09:06,06.09.2025 20:46:01,None,None,1
male,06.09.2025 20:42:39,06.09.2025 20:46:09,Entrance 1,Entrance 1,1
female,06.09.2025 20:42:34,06.09.2025 20:46:16,Entrance 1,Entrance 2,1
male,06.09.2025 20:36:54,06.09.2025 20:46:42,Entrance 2,Entrance 1,1
male,06.09.2025 20:38:34,06.09.2025 20:47:01,Entrance 1,Entrance 1,2
male,06.09.2025 20:40:20,06.09.2025 20:47:09,Entrance 2,Entrance 1,1
male,06.09.2025 20:41:16,06.09.2025 20:47:27,Entrance 2,Entrance 2,1
male,06.09.2025 20:40:18,06.09.2025 20:47:27,Entrance 1,Entrance 1,1
car,06.09.2025 19:58:29,06.09.2025 20:47:28,None,None,1
female,06.09.2025 20:38:04,06.09.2025 20:47:31,Entrance 2,Entrance 2,1
male,06.09.2025 20:41:29,06.09.2025 20:47:46,Entrance 2,Entrance 1,1
female,06.09.2025 20:42:29,06.09.2025 20:48:07,Entrance 1,Entrance 1,2
male,06.09.2025 20:39:34,06.09.2025 20:49:00,Entrance 1,Entrance 2,1
male,06.09.2025 20:44:41,06.09.2025 20:49:02,Entrance 1,Entrance 1,2
male,06.09.2025 20:45:01,06.09.2025 20:49:15,None,Entrance 1,2
male,06.09.2025 20:44:44,06.09.2025 20:49:22,Entrance 1,Entrance 2,1
male,06.09.2025 20:44:56,06.09.2025 20:50:37,Entrance 2,Entrance 2,1
female,06.09.2025 20:42:28,06.09.2025 20:50:43,None,Entrance 2,1
male,06.09.2025 20:46:44,06.09.2025 20:51:28,Entrance 1,Entrance 2,1
male,06.09.2025 20:46:30,06.09.2025 20:51:52,Entrance 1,Entrance 1,2
male,06.09.2025 20:47:13,06.09.2025 20:51:58,Entrance 1,None,1
male,06.09.2025 20:48:41,06.09.2025 20:52:21,Entrance 1,None,2
female,06.09.2025 20:42:35,06.09.2025 20:52:35,Entrance 2,Entrance 1,1
male,06.09.2025 20:47:39,06.09.2025 20:53:26,Entrance 1,Entrance 1,1
male,06.09.2025 20:43:38,06.09.2025 20:53:38,Entrance 1,Entrance 2,1
male,06.09.2025 20:48:30,06.09.2025 20:53:50,Entrance 1,Entrance 1,2
male,06.09.2025 20:47:57,06.09.2025 20:54:13,Entrance 1,Entrance 1,1
female,06.09.2025 20:49:03,06.09.2025 20:54:33,Entrance 2,Entrance 1,1
male,06.09.2025 20:46:28,06.09.2025 20:54:33,Entrance 1,Entrance 2,1
female,06.09.2025 20:49:36,06.09.2025 20:54:36,Entrance 1,Entrance 1,2
male,06.09.2025 20:50:44,06.09.2025 20:55:15,None,Entrance 2,1
female,06.09.2025 20:50:57,06.09.2025 20:55:16,Entrance 1,Entrance 1,2
male,06.09.2025 20:49:36,06.09.2025 20:55:24,Entrance 2,Entrance 1,1
female,06.09.2025 20:50:31,06.09.2025 20:55:52,Entrance 1,Entrance 1,2
female,06.09.2025 20:51:24,06.09.2025 20:56:12,Entrance 1,Entrance 1,2
male,06.09.2025 20:53:31,06.09.2025 20:56:31,None,Entrance 1,1
female,06.09.2025 20:49:22,06.09.2025 20:56:51,Entrance 1,Entrance 1,2
female,06.09.2025 20:46:59,06.09.2025 20:56:59,Entrance 2,Entrance 1,1
car,06.09.2025 20:02:31,06.09.2025 20:57:19,None,None,2
male,06.09.2025 20:53:09,06.09.2025 20:57:56,Entrance 1,Entrance 1,1
female,06.09.2025 20:48:19,06.09.2025 20:57:59,Entrance 2,Entrance 2,1
female,06.09.2025 20:53:17,06.09.2025 20:58:33,Entrance 2,Entrance 1,1
female,06.09.2025 20:55:37,06.09.2025 20:58:54,Entrance 1,Entrance 1,2
female,06.09.2025 20:50:18,06.09.2025 20:59:03,Entrance 2,Entrance 1,1
male,06.09.2025 20:53:54,06.09.2025 20:59:44,Entrance 1,Entrance 2,1
male,06.09.2025 20:51:46,06.09.2025 20:59:49,Entrance 2,Entrance 2,1
male,06.09.2025 20:55:09,06.09.2025 21:00:04,Entrance 2,Entrance 2,1
male,06.09.2025 20:57:56,06.09.2025 21:00:56,None,Entrance 2,1
car,06.09.2025 20:11:41,06.09.2025 21:01:09,None,None,2
male,06.09.2025 20:57:07,06.09.2025 21:01:15,Entrance 1,None,1
male,06.09.2025 20:51:26,06.09.2025 21:01:26,Entrance 2,Entrance 1,1
male,06.09.2025 20:52:15,06.09.2025 21:01:29,Entrance 2,Entrance 1,1
male,06.09.2025 20:56:48,06.09.2025 21:01:36,Entrance 2,Entrance 2,1
female,06.09.2025 20:53:54,06.09.2025 21:01:58,Entrance 2,Entrance 1,1
male,06.09.2025 20:57:03,06.09.2025 21:02:10,Entrance 2,Entrance 1,1
female,06.09.2025 20:59:14,06.09.2025 21:02:14,None,Entrance 1,2
female,06.09.2025 20:53:19,06.09.2025 21:03:19,Entrance 1,Entrance 1,2
female,06.09.2025 20:56:44,06.09.2025 21:03:20,Entrance 1,Entrance 2,1
female,06.09.2025 20:56:10,06.09.2025 21:03:47,None,Entrance 1,2
car,06.09.2025 20:13:06,06.09.2025 21:03:48,None,None,1
male,06.09.2025 20:59:27,06.09.2025 21:04:11,Entrance 1,Entrance 2,1
female,06.09.2025 20:57:33,06.09.2025 21:04:43,Entrance 1,Entrance 1,2
female,06.09.2025 20:59:00,06.09.2025 21:04:44,Entrance 1,Entrance 1,2
male,06.09.2025 20:58:57,06.09.2025 21:05:24,Entrance 2,Entrance 2,1
male,06.09.2025 20:58:48,06.09.2025 21:05:54,Entrance 1,Entrance 1,1
female,06.09.2025 21:00:01,06.09.2025 21:06:48,Entrance 1,Entrance 1,2
male,06.09.2025 20:59:06,06.09.2025 21:07:21,Entrance 1,None,2
male,06.09.2025 21:01:15,06.09.2025 21:08:31,Entrance 1,Entrance 1,2
male,06.09.2025 21:03:53,06.09.2025 21:09:06,Entrance 1,Entrance 1,2
female,06.09.2025 20:59:48,06.09.2025 21:09:48,Entrance 1,Entrance 1,1
female,06.09.2025 21:06:30,06.09.2025 21:11:17,Entrance 1,Entrance 1,2
car,06.09.2025 19:34:38,06.09.2025 21:13:27,None,None,2
car,06.09.2025 20:18:08,06.09.2025 21:14:14,None,None,1
male,06.09.2025 21:12:21,06.09.2025 21:15:59,Entrance 1,Entrance 1,2
male,06.09.2025 21:10:41,06.09.2025 21:16:00,Entrance 1,Entrance 1,2
male,06.09.2025 21:12:02,06.09.2025 21:17:34,Entrance 1,Entrance 1,2
car,06.09.2025 19:17:56,06.09.2025 21:17:55,None,None,2
male,06.09.2025 21:09:14,06.09.2025 21:19:14,Entrance 1,Entrance 1,2
female,06.09.2025 21:12:40,06.09.2025 21:19:14,Entrance 1,Entrance 1,2
female,06.09.2025 21:13:14,06.09.2025 21:19:22,Entrance 1,Entrance 1,2
male,06.09.2025 21:14:03,06.09.2025 21:19:54,Entrance 1,Entrance 1,2
female,06.09.2025 21:16:32,06.09.2025 21:20:14,Entrance 1,Entrance 1,2
car,06.09.2025 20:15:46,06.09.2025 21:20:26,None,None,1
male,06.09.2025 21:13:57,06.09.2025 21:21:46,Entrance 1,Entrance 1,2
male,06.09.2025 21:13:44,06.09.2025 21:21:56,Entrance 1,Entrance 1,2
male,06.09.2025 21:19:13,06.09.2025 21:24:40,Entrance 1,Entrance 1,1
female,06.09.2025 21:21:46,06.09.2025 21:24:46,None,Entrance 1,2
female,06.09.2025 21:19:48,06.09.2025 21:24:52,Entrance 2,Entrance 1,1
female,06.09.2025 21:16:08,06.09.2025 21:26:08,Entrance 1,Entrance 1,2
female,06.09.2025 21:21:50,06.09.2025 21:26:20,None,Entrance 1,2
female,06.09.2025 21:23:08,06.09.2025 21:26:48,Entrance 1,Entrance 2,1
male,06.09.2025 21:22:45,06.09.2025 21:27:41,Entrance 2,Entrance 1,1
car,06.09.2025 19:29:44,06.09.2025 21:27:46,None,None,1
female,06.09.2025 21:20:55,06.09.2025 21:27:59,Entrance 2,Entrance 2,1
male,06.09.2025 21:19:05,06.09.2025 21:28:02,Entrance 2,Entrance 1,1
male,06.09.2025 21:21:02,06.09.2025 21:28:30,Entrance 2,Entrance 1,1
male,06.09.2025 21:20:41,06.09.2025 21:30:41,Entrance 2,Entrance 1,1
car,06.09.2025 21:03:49,06.09.2025 21:31:28,None,None,2
female,06.09.2025 21:28:38,06.09.2025 21:31:45,Entrance 1,Entrance 1,1
male,06.09.2025 21:24:57,06.09.2025 21:31:57,Entrance 1,None,2
male,06.09.2025 21:27:53,06.09.2025 21:33:11,Entrance 2,Entrance 2,1
female,06.09.2025 21:28:23,06.09.2025 21:33:50,Entrance 1,Entrance 1,1
male,06.09.2025 21:29:22,06.09.2025 21:34:12,Entrance 1,Entrance 2,1
female,06.09.2025 21:27:37,06.09.2025 21:34:31,Entrance 1,Entrance 1,1
female,06.09.2025 21:24:34,06.09.2025 21:34:34,Entrance 2,Entrance 1,1
male,06.09.2025 21:29:02,06.09.2025 21:34:34,Entrance 1,None,1
male,06.09.2025 21:27:30,06.09.2025 21:35:06,Entrance 2,Entrance 1,1
female,06.09.2025 21:29:34,06.09.2025 21:35:54,Entrance 1,Entrance 2,1
male,06.09.2025 21:31:52,06.09.2025 21:36:19,Entrance 1,Entrance 1,1
male,06.09.2025 21:27:37,06.09.2025 21:36:28,Entrance 1,Entrance 2,1
male,06.09.2025 21:28:53,06.09.2025 21:37:12,Entrance 2,Entrance 2,1
male,06.09.2025 21:34:20,06.09.2025 21:37:20,Entrance 1,Entrance 1,2
female,06.09.2025 21:32:04,06.09.2025 21:38:09,Entrance 1,None,1
male,06.09.2025 21:35:08,06.09.2025 21:38:14,None,Entrance 1,1
female,06.09.2025 21:28:17,06.09.2025 21:38:17,Entrance 2,Entrance 2,1
female,06.09.2025 21:33:34,06.09.2025 21:39:11,Entrance 1,Entrance 2,1
female,06.09.2025 21:35:41,06.09.2025 21:39:28,Entrance 1,Entrance 1,2
female,06.09.2025 21:33:52,06.09.2025 21:39:29,Entrance 1,Entrance 1,1
female,06.09.2025 21:30:12,06.09.2025 21:39:34,Entrance 1,Entrance 2,1
male,06.09.2025 21:33:48,06.09.2025 21:40:12,Entrance 1,None,1
male,06.09.2025 21:36:26,06.09.2025 21:40:33,Entrance 1,Entrance 1,2
male,06.09.2025 21:36:24,06.09.2025 21:41:12,Entrance 1,Entrance 1,1
car,06.09.2025 21:10:20,06.09.2025 21:41:13,None,None,1
female,06.09.2025 21:34:18,06.09.2025 21:41:29,Entrance 1,Entrance 1,2
male,06.09.2025 21:38:30,06.09.2025 21:41:30,Entrance 1,Entrance 2,1
car,06.09.2025 20:46:29,06.09.2025 21:41:43,None,None,1
male,06.09.2025 21:37:03,06.09.2025 21:42:16,Entrance 1,Entrance 1,1
male,06.09.2025 21:38:24,06.09.2025 21:42:45,Entrance 1,Entrance 2,1
female,06.09.2025 21:39:10,06.09.2025 21:42:59,Entrance 1,Entrance 1,1
female,06.09.2025 21:39:41,06.09.2025 21:43:05,Entrance 1,Entrance 2,1
male,06.09.2025 21:33:58,06.09.2025 21:43:58,Entrance 2,Entrance 1,1
car,06.09.2025 20:46:05,06.09.2025 21:44:00,None,None,2
male,06.09.2025 21:40:29,06.09.2025 21:44:35,Entrance 1,Entrance 1,1
female,06.09.2025 21:35:22,06.09.2025 21:45:22,Entrance 2,Entrance 2,1
male,06.09.2025 21:37:23,06.09.2025 21:46:46,Entrance 2,Entrance 1,1
male,06.09.2025 21:40:57,06.09.2025 21:47:00,Entrance 1,Entrance 1,1
female,06.09.2025 21:38:09,06.09.2025 21:47:14,Entrance 1,Entrance 1,2
female,06.09.2025 21:40:27,06.09.2025 21:47:35,Entrance 1,Entrance 1,2
male,06.09.2025 21:40:35,06.09.2025 21:47:49,Entrance 2,Entrance 1,1
male,06.09.2025 21:38:17,06.09.2025 21:48:17,Entrance 1,Entrance 2,1
female,06.09.2025 21:39:30,06.09.2025 21:48:21,Entrance 1,Entrance 2,1
male,06.09.2025 21:38:36,06.09.2025 21:48:36,Entrance 2,None,1
male,06.09.2025 21:42:28,06.09.2025 21:49:55,Entrance 2,Entrance 1,1
female,06.09.2025 21:44:17,06.09.2025 21:50:59,None,Entrance 1,1
male,06.09.2025 21:42:32,06.09.2025 21:52:32,Entrance 2,Entrance 1,1
male,06.09.2025 21:45:55,06.09.2025 21:52:39,Entrance 2,Entrance 2,1
male,06.09.2025 21:45:59,06.09.2025 21:52:54,Entrance 2,Entrance 2,1
male,06.09.2025 21:47:48,06.09.2025 21:53:25,Entrance 1,None,2
female,06.09.2025 21:48:25,06.09.2025 21:54:36,Entrance 1,Entrance 2,1
female,06.09.2025 21:50:23,06.09.2025 21:54:58,Entrance 1,Entrance 1,2
female,06.09.2025 21:50:00,06.09.2025 21:55:09,Entrance 1,None,2
male,06.09.2025 21:45:30,06.09.2025 21:55:30,Entrance 2,Entrance 1,1
female,06.09.2025 21:53:16,06.09.2025 21:56:16,None,Entrance 1,1
male,06.09.2025 21:48:27,06.09.2025 21:56:25,Entrance 2,Entrance 1,1
male,06.09.2025 21:52:14,06.09.2025 21:56:52,Entrance 1,Entrance 1,1
female,06.09.2025 21:50:25,06.09.2025 21:58:36,Entrance 1,Entrance 1,1
male,06.09.2025 21:52:14,06.09.2025 21:59:09,Entrance 1,Entrance 1,2
male,06.09.2025 21:53:41,06.09.2025 21:59:14,Entrance 1,Entrance 1,2
male,06.09.2025 21:52:43,06.09.2025 21:59:17,Entrance 2,Entrance 1,1
male,06.09.2025 21:49:33,06.09.2025 21:59:33,Entrance 1,Entrance 2,1
male,06.09.2025 21:56:53,06.09.2025 21:59:56,None,Entrance 1,2
male,06.09.2025 21:54:50,06.09.2025 21:59:58,Entrance 1,Entrance 2,1
male,06.09.2025 21:54:58,06.09.2025 21:59:58,Entrance 1,Entrance 2,1
male,06.09.2025 21:56:47,06.09.2025 22:00:16,Entrance 1,Entrance 1,2
female,06.09.2025 21:57:41,06.09.2025 22:00:52,Entrance 1,None,1
male,06.09.2025 21:54:09,06.09.2025 22:00:59,Entrance 2,Entrance 2,1
female,06.09.2025 21:58:40,06.09.2025 22:02:07,Entrance 1,Entrance 1,1
male,06.09.2025 21:56:36,06.09.2025 22:02:39,Entrance 2,None,1
male,06.09.2025 21:53:57,06.09.2025 22:03:57,Entrance 2,Entrance 1,1
male,06.09.2025 21:59:32,06.09.2025 22:03:59,Entrance 1,Entrance 1,1
male,06.09.2025 21:59:29,06.09.2025 22:04:10,None,Entrance 1,2
male,06.09.2025 21:54:46,06.09.2025 22:04:46,Entrance 1,Entrance 1,1
male,06.09.2025 21:55:41,06.09.2025 22:05:02,Entrance 1,Entrance 1,2
car,06.09.2025 21:18:20,06.09.2025 22:05:15,None,None,1
male,06.09.2025 21:58:14,06.09.2025 22:06:52,Entrance 1,Entrance 1,2
female,06.09.2025 22:03:23,06.09.2025 22:07:27,Entrance 1,Entrance 1,2
male,06.09.2025 22:02:21,06.09.2025 22:11:34,Entrance 1,Entrance 1,2
male,06.09.2025 22:09:24,06.09.2025 22:14:27,Entrance 1,Entrance 1,2
car,06.09.2025 20:54:46,06.09.2025 22:15:01,None,None,1
car,06.09.2025 20:53:38,06.09.2025 22:15:20,None,None,1
male,06.09.2025 22:08:43,06.09.2025 22:15:59,Entrance 1,None,2
female,06.09.2025 22:10:46,06.09.2025 22:16:32,Entrance 1,Entrance 1,2
male,06.09.2025 22:12:32,06.09.2025 22:17:27,Entrance 1,None,2
car,06.09.2025 21:33:13,06.09.2025 22:18:18,None,None,2
car,06.09.2025 20:45:34,06.09.2025 22:18:38,None,None,1
car,06.09.2025 21:31:47,06.09.2025 22:20:35,None,None,2
male,06.09.2025 22:17:52,06.09.2025 22:20:59,Entrance 1,Entrance 1,2
male,06.09.2025 22:17:15,06.09.2025 22:22:30,Entrance 1,Entrance 1,2
male,06.09.2025 22:21:05,06.09.2025 22:24:05,None,Entrance 1,2
male,06.09.2025 22:18:05,06.09.2025 22:25:35,Entrance 1,Entrance 2,1
male,06.09.2025 22:21:11,06.09.2025 22:25:49,Entrance 1,Entrance 1,2
female,06.09.2025 22:21:25,06.09.2025 22:26:31,Entrance 1,Entrance 2,1
female,06.09.2025 22:23:11,06.09.2025 22:27:15,Entrance 1,Entrance 1,1
male,06.09.2025 22:24:13,06.09.2025 22:28:10,None,Entrance 1,2
male,06.09.2025 22:22:00,06.09.2025 22:28:32,Entrance 1,Entrance 1,2
male,06.09.2025 22:25:10,06.09.2025 22:28:34,None,Entrance 1,2
male,06.09.2025 22:27:33,06.09.2025 22:31:04,Entrance 1,None,1
male,06.09.2025 22:22:48,06.09.2025 22:31:14,Entrance 2,Entrance 2,1
female,06.09.2025 22:24:23,06.09.2025 22:32:49,Entrance 1,Entrance 1,2
male,06.09.2025 22:23:45,06.09.2025 22:33:45,Entrance 2,Entrance 2,1
car,06.09.2025 20:26:25,06.09.2025 22:34:01,None,None,2
car,06.09.2025 21:16:04,06.09.2025 22:34:18,None,None,1
male,06.09.2025 22:26:10,06.09.2025 22:34:53,Entrance 2,Entrance 2,1
car,06.09.2025 21:26:44,06.09.2025 22:35:24,None,None,2
female,06.09.2025 22:30:23,06.09.2025 22:35:25,Entrance 1,Entrance 1,1
male,06.09.2025 22:27:38,06.09.2025 22:36:12,Entrance 2,Entrance 1,1
male,06.09.2025 22:30:21,06.09.2025 22:37:15,Entrance 2,Entrance 2,1
male,06.09.2025 22:29:48,06.09.2025 22:37:40,Entrance 1,None,2
female,06.09.2025 22:35:47,06.09.2025 22:39:09,Entrance 1,Entrance 1,1
car,06.09.2025 21:07:35,06.09.2025 22:40:28,None,None,1
female,06.09.2025 22:32:53,06.09.2025 22:41:29,Entrance 1,None,2
male,06.09.2025 22:33:37,06.09.2025 22:41:35,Entrance 1,Entrance 2,1
male,06.09.2025 22:37:45,06.09.2025 22:42:30,Entrance 1,Entrance 1,2
male,06.09.2025 22:34:53,06.09.2025 22:42:31,Entrance 1,Entrance 1,2
male,06.09.2025 22:39:51,06.09.2025 22:42:51,Entrance 1,Entrance 2,1
male,06.09.2025 22:35:31,06.09.2025 22:43:09,Entrance 1,Entrance 1,2
car,06.09.2025 21:15:35,06.09.2025 22:43:33,None,None,1
male,06.09.2025 22:42:41,06.09.2025 22:45:49,None,Entrance 1,1
male,06.09.2025 22:41:26,06.09.2025 22:45:54,Entrance 1,Entrance 2,1
male,06.09.2025 22:40:25,06.09.2025 22:45:58,Entrance 1,Entrance 1,2
car,06.09.2025 21:37:32,06.09.2025 22:47:37,None,None,2
female,06.09.2025 22:40:16,06.09.2025 22:47:39,Entrance 2,Entrance 1,1
male,06.09.2025 22:41:48,06.09.2025 22:47:59,Entrance 2,Entrance 1,1
male,06.09.2025 22:42:40,06.09.2025 22:48:04,Entrance 1,Entrance 1,2
car,06.09.2025 20:02:37,06.09.2025 22:50:15,None,None,2
male,06.09.2025 22:48:12,06.09.2025 22:52:39,Entrance 1,Entrance 2,1
male,06.09.2025 22:48:37,06.09.2025 22:53:36,Entrance 1,Entrance 1,1
female,06.09.2025 22:48:36,06.09.2025 22:53:37,Entrance 2,Entrance 2,1
male,06.09.2025 22:45:23,06.09.2025 22:54:24,Entrance 2,Entrance 2,1
male,06.09.2025 22:49:48,06.09.2025 22:54:29,Entrance 1,Entrance 1,1
male,06.09.2025 22:51:05,06.09.2025 22:55:11,Entrance 1,Entrance 1,2
male,06.09.2025 22:51:43,06.09.2025 22:56:16,Entrance 1,Entrance 1,2
car,06.09.2025 21:22:16,06.09.2025 22:57:21,None,None,2
female,06.09.2025 22:52:54,06.09.2025 22:58:07,Entrance 2,Entrance 2,1
female,06.09.2025 22:57:30,06.09.2025 23:01:30,Entrance 2,Entrance 2,1
male,06.09.2025 22:57:22,06.09.2025 23:06:14,Entrance 1,Entrance 1,1
male,06.09.2025 22:58:18,06.09.2025 23:07:21,Entrance 2,Entrance 1,1
car,06.09.2025 20:50:55,06.09.2025 23:09:21,None,None,1
male,06.09.2025 22:59:26,06.09.2025 23:09:26,Entrance 1,Entrance 1,2
male,06.09.2025 23:06:12,06.09.2025 23:10:10,Entrance 1,Entrance 1,2
female,06.09.2025 23:02:08,06.09.2025 23:10:21,Entrance 1,None,2
male,06.09.2025 23:19:09,06.09.2025 23:22:17,Entrance 1,Entrance 1,1
car,06.09.2025 22:46:14,06.09.2025 23:22:48,None,None,2
car,06.09.2025 20:44:14,06.09.2025 23:22:52,None,None,1
female,06.09.2025 23:22:31,06.09.2025 23:25:31,Entrance 1,Entrance 2,1
car,06.09.2025 22:08:25,06.09.2025 23:26:36,None,None,2
male,06.09.2025 23:22:29,06.09.2025 23:26:39,Entrance 1,Entrance 1,1
male,06.09.2025 23:26:01,06.09.2025 23:32:00,Entrance 1,Entrance 1,1
female,06.09.2025 23:24:55,06.09.2025 23:34:55,Entrance 1,Entrance 1,2
male,06.09.2025 23:34:46,06.09.2025 23:41:36,Entrance 2,Entrance 2,1
female,06.09.2025 23:35:20,06.09.2025 23:42:08,Entrance 1,None,2
female,06.09.2025 23:38:00,06.09.2025 23:42:20,Entrance 2,Entrance 1,1
male,06.09.2025 23:38:18,06.09.2025 23:43:27,Entrance 1,Entrance 1,2
female,06.09.2025 23:40:44,06.09.2025 23:44:25,None,Entrance 2,1
male,06.09.2025 23:35:14,06.09.2025 23:45:14,Entrance 1,Entrance 1,2
female,06.09.2025 23:44:33,06.09.2025 23:47:33,Entrance 1,Entrance 1,1
female,06.09.2025 23:42:06,06.09.2025 23:49:25,Entrance 2,Entrance 1,1
